image,grow,disease,disease-grow,area,points,original
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0319_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 819, 'ytl': 764, 'xbr': 2845, 'ybr': 2437}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0322_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1270, 'ytl': 920, 'xbr': 2800, 'ybr': 2202}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0333_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1390, 'ytl': 847, 'xbr': 2829, 'ybr': 2219}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0341_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1016, 'ytl': 577, 'xbr': 2832, 'ybr': 2448}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0343_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1225, 'ytl': 403, 'xbr': 2948, 'ybr': 2313}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0348_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 906, 'ytl': 1301, 'xbr': 2276, 'ybr': 2689}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0357_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 890, 'ytl': 1489, 'xbr': 2050, 'ybr': 2652}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0359_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 889, 'ytl': 1283, 'xbr': 2291, 'ybr': 2784}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0371_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 773, 'ytl': 1251, 'xbr': 2290, 'ybr': 2708}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0380_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 891, 'ytl': 1495, 'xbr': 2068, 'ybr': 2603}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0381_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 813, 'ytl': 1304, 'xbr': 2252, 'ybr': 2711}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0384_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 846, 'ytl': 1347, 'xbr': 2279, 'ybr': 2672}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0386_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 744, 'ytl': 1013, 'xbr': 2337, 'ybr': 2745}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0402_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 687, 'ytl': 971, 'xbr': 2193, 'ybr': 2691}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0409_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 633, 'ytl': 1194, 'xbr': 2088, 'ybr': 2713}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0414_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 461, 'ytl': 952, 'xbr': 2412, 'ybr': 2942}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0418_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 663, 'ytl': 1285, 'xbr': 2388, 'ybr': 2793}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0423_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 723, 'ytl': 1215, 'xbr': 2079, 'ybr': 2691}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0430_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 757, 'ytl': 1201, 'xbr': 2361, 'ybr': 2775}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0431_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 471, 'ytl': 918, 'xbr': 2488, 'ybr': 3136}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0432_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 645, 'ytl': 957, 'xbr': 2700, 'ybr': 2861}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0436_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 802, 'ytl': 925, 'xbr': 2546, 'ybr': 2670}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0440_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 641, 'ytl': 1142, 'xbr': 2287, 'ybr': 2768}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0441_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 591, 'ytl': 1019, 'xbr': 2376, 'ybr': 3170}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0444_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 560, 'ytl': 1167, 'xbr': 2262, 'ybr': 2976}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0445_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 913, 'ytl': 1216, 'xbr': 2221, 'ybr': 2643}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0461_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 757, 'ytl': 1234, 'xbr': 2365, 'ybr': 2962}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0463_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 798, 'ytl': 1502, 'xbr': 2149, 'ybr': 2687}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0464_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 580, 'ytl': 1246, 'xbr': 2150, 'ybr': 2843}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0468_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 957, 'ytl': 1314, 'xbr': 2366, 'ybr': 2776}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0469_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 899, 'ytl': 1454, 'xbr': 2044, 'ybr': 2571}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0475_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 577, 'ytl': 1146, 'xbr': 2312, 'ybr': 2774}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0477_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 614, 'ytl': 1030, 'xbr': 2376, 'ybr': 2578}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0480_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 949, 'ytl': 1360, 'xbr': 2049, 'ybr': 2603}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0491_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 980, 'ytl': 1353, 'xbr': 2302, 'ybr': 2647}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0494_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 915, 'ytl': 1151, 'xbr': 2115, 'ybr': 2546}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0495_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 667, 'ytl': 992, 'xbr': 2284, 'ybr': 2774}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0505_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 726, 'ytl': 1301, 'xbr': 2177, 'ybr': 2646}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0517_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 430, 'ytl': 1106, 'xbr': 2321, 'ybr': 2806}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0520_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 360, 'ytl': 1151, 'xbr': 2268, 'ybr': 3098}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0522_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 539, 'ytl': 1030, 'xbr': 2508, 'ybr': 2913}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0523_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 713, 'ytl': 1426, 'xbr': 2108, 'ybr': 2453}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0531_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 922, 'ytl': 1368, 'xbr': 2430, 'ybr': 2840}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0533_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 800, 'ytl': 1193, 'xbr': 2188, 'ybr': 2746}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0536_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 629, 'ytl': 1001, 'xbr': 2362, 'ybr': 2789}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0537_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 853, 'ytl': 1288, 'xbr': 2333, 'ybr': 2716}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0540_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 803, 'ytl': 1359, 'xbr': 2254, 'ybr': 2736}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0543_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 508, 'ytl': 1441, 'xbr': 1981, 'ybr': 2727}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0544_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 595, 'ytl': 1231, 'xbr': 2108, 'ybr': 2716}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0555_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 707, 'ytl': 1124, 'xbr': 2361, 'ybr': 2714}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0570_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 719, 'ytl': 1161, 'xbr': 2467, 'ybr': 3046}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0572_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 955, 'ytl': 1215, 'xbr': 2329, 'ybr': 2792}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0574_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 718, 'ytl': 1320, 'xbr': 2487, 'ybr': 2916}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0575_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 665, 'ytl': 1059, 'xbr': 1504, 'ybr': 2133}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0580_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 924, 'ytl': 877, 'xbr': 2472, 'ybr': 2709}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0583_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 799, 'ytl': 1232, 'xbr': 2465, 'ybr': 2899}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0584_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 933, 'ytl': 1325, 'xbr': 2328, 'ybr': 2664}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0586_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 806, 'ytl': 1332, 'xbr': 2243, 'ybr': 2681}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0592_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 298, 'ytl': 863, 'xbr': 2263, 'ybr': 2842}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0604_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 756, 'ytl': 934, 'xbr': 2561, 'ybr': 2806}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0605_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 635, 'ytl': 1288, 'xbr': 2076, 'ybr': 2649}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0613_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 804, 'ytl': 1286, 'xbr': 2378, 'ybr': 2730}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0618_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 401, 'ytl': 1076, 'xbr': 2384, 'ybr': 2972}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0619_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 780, 'ytl': 1216, 'xbr': 2417, 'ybr': 2846}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0622_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 312, 'ytl': 483, 'xbr': 2471, 'ybr': 2734}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0633_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 475, 'ytl': 928, 'xbr': 2362, 'ybr': 2697}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0635_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 444, 'ytl': 879, 'xbr': 2753, 'ybr': 2979}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0656_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 688, 'ytl': 1035, 'xbr': 2455, 'ybr': 2775}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0657_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 523, 'ytl': 908, 'xbr': 2214, 'ybr': 2809}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0664_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 830, 'ytl': 1263, 'xbr': 2270, 'ybr': 2632}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0676_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 480, 'ytl': 992, 'xbr': 2603, 'ybr': 2975}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0678_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 635, 'ytl': 921, 'xbr': 2317, 'ybr': 2547}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b04_20201204_0680_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 783, 'ytl': 1208, 'xbr': 2260, 'ybr': 2615}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0000_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1575, 'ytl': 1249, 'xbr': 2847, 'ybr': 2265}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0001_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 742, 'ytl': 156, 'xbr': 1908, 'ybr': 1204}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0006_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1682, 'ytl': 431, 'xbr': 2991, 'ybr': 1609}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0010_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1580, 'ytl': 631, 'xbr': 2497, 'ybr': 1696}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0012_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1339, 'ytl': 609, 'xbr': 2623, 'ybr': 1873}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0013_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 614, 'ytl': 1540, 'xbr': 1642, 'ybr': 3024}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0015_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 710, 'ytl': 1464, 'xbr': 1818, 'ybr': 3024}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0017_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1310, 'ytl': 1372, 'xbr': 2598, 'ybr': 2696}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0023_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 324, 'ytl': 795, 'xbr': 1517, 'ybr': 1770}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0025_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 557, 'ytl': 1075, 'xbr': 1455, 'ybr': 1722}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0030_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 480, 'ytl': 955, 'xbr': 1895, 'ybr': 2704}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0034_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 834, 'ytl': 267, 'xbr': 2578, 'ybr': 2353}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0051_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 700, 'ytl': 732, 'xbr': 2469, 'ybr': 2720}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0064_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1088, 'ytl': 1172, 'xbr': 2600, 'ybr': 2804}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0065_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 0, 'ytl': 0, 'xbr': 1834, 'ybr': 1766}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0069_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 456, 'ytl': 584, 'xbr': 2385, 'ybr': 1884}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0074_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 400, 'ytl': 457, 'xbr': 3024, 'ybr': 3024}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0082_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 127, 'ytl': 392, 'xbr': 2149, 'ybr': 2008}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0086_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1088, 'ytl': 841, 'xbr': 2314, 'ybr': 1758}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0090_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1330, 'ytl': 138, 'xbr': 2742, 'ybr': 1503}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0093_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 933, 'ytl': 1474, 'xbr': 2190, 'ybr': 2645}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0102_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 282, 'ytl': 118, 'xbr': 2292, 'ybr': 2375}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0114_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 819, 'ytl': 878, 'xbr': 2206, 'ybr': 2462}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0119_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1062, 'ytl': 293, 'xbr': 2207, 'ybr': 1666}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0130_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 324, 'ytl': 613, 'xbr': 2272, 'ybr': 2604}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0131_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1416, 'ytl': 0, 'xbr': 2844, 'ybr': 1650}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0132_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 777, 'ytl': 546, 'xbr': 2120, 'ybr': 2442}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0134_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 544, 'ytl': 238, 'xbr': 2448, 'ybr': 2842}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0135_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 99, 'ytl': 468, 'xbr': 1655, 'ybr': 2012}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0137_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 464, 'ytl': 670, 'xbr': 2408, 'ybr': 2805}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0140_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 871, 'ytl': 16, 'xbr': 2349, 'ybr': 2531}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0143_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 723, 'ytl': 657, 'xbr': 2043, 'ybr': 2274}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0154_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 759, 'ytl': 863, 'xbr': 2742, 'ybr': 2796}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0157_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 126, 'ytl': 468, 'xbr': 1907, 'ybr': 1984}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0166_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 822, 'ytl': 762, 'xbr': 2523, 'ybr': 2365}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0168_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 288, 'ytl': 460, 'xbr': 2626, 'ybr': 2117}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0177_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1082, 'ytl': 750, 'xbr': 2366, 'ybr': 2541}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0192_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 821, 'ytl': 981, 'xbr': 2800, 'ybr': 2360}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0193_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 596, 'ytl': 312, 'xbr': 2431, 'ybr': 2838}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0194_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 596, 'ytl': 690, 'xbr': 2554, 'ybr': 3024}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0199_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 484, 'ytl': 145, 'xbr': 1934, 'ybr': 1936}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0202_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 890, 'ytl': 337, 'xbr': 2210, 'ybr': 2097}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0210_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 782, 'ytl': 457, 'xbr': 2736, 'ybr': 2419}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0218_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 348, 'ytl': 426, 'xbr': 2465, 'ybr': 3009}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0219_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 651, 'ytl': 462, 'xbr': 2886, 'ybr': 2474}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0222_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 451, 'ytl': 896, 'xbr': 2592, 'ybr': 2656}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0233_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 644, 'ytl': 185, 'xbr': 2536, 'ybr': 2474}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0234_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 472, 'ytl': 482, 'xbr': 2347, 'ybr': 2197}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0235_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 1069, 'ytl': 858, 'xbr': 2662, 'ybr': 2998}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0244_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 454, 'ytl': 456, 'xbr': 2774, 'ybr': 2183}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0247_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 417, 'ytl': 210, 'xbr': 2372, 'ybr': 2184}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0252_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 424, 'ytl': 607, 'xbr': 2628, 'ybr': 2207}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0262_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 367, 'ytl': 600, 'xbr': 2383, 'ybr': 1990}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0271_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 580, 'ytl': 359, 'xbr': 2892, 'ybr': 2439}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0272_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 886, 'ytl': 521, 'xbr': 2943, 'ybr': 2529}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0274_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 26, 'ytl': 569, 'xbr': 3019, 'ybr': 2610}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0278_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 616, 'ytl': 606, 'xbr': 2744, 'ybr': 2746}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0280_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 767, 'ytl': 673, 'xbr': 2904, 'ybr': 2233}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0283_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 414, 'ytl': 349, 'xbr': 2738, 'ybr': 2486}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0285_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 273, 'ytl': 649, 'xbr': 2705, 'ybr': 2201}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0286_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 517, 'ytl': 410, 'xbr': 2743, 'ybr': 2592}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0288_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 404, 'ytl': 246, 'xbr': 2434, 'ybr': 2699}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0295_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 455, 'ytl': 201, 'xbr': 2248, 'ybr': 2565}]",
/home/lab38/상추/V006_77_0_00_05_03_12_0_b05_20201020_0301_S01_1.jpg,1,0,0-12,3.0,"[{'xtl': 586, 'ytl': 623, 'xbr': 2445, 'ybr': 2253}]",
